uniqid,ew,y,east,nw,south,age,female,occupation,form_educ,pmi,det_risk,sanct,tax_mor,fin_diff,resp_coop,wex
10000008,0,NA,0,1,0,32,1,3,3,1,3,2,8.4,3,3,7664.723633
10000011,0,NA,0,1,0,58,1,3,3,1,3,2,9.2,3,3,5823.275391
10000045,0,NA,0,1,0,33,0,4,3,1,3,2,7.6,3,3,8936.307617
10000086,0,NA,0,1,0,44,0,3,3,0,2,2,10,3,3,6925.07373
10000089,0,NA,0,1,0,40,0,3,3,0,3,2,6.8,3,3,6925.07373
10000091,0,NA,0,1,0,39,0,4,3,0,4,2,9.2,3,3,8936.307617
10000099,0,NA,0,1,0,51,1,4,2,0,2,1,6,2,3,7497.647949
10000105,0,NA,0,1,0,38,0,2,3,0,2,2,7.6,2,3,8936.307617
10000135,0,NA,0,1,0,31,0,4,3,0,2,2,3,3,3,8936.307617
10000137,0,NA,0,1,0,43,0,3,3,0,2,2,5.6,3,3,6925.07373
10000139,0,NA,0,1,0,34,1,4,3,0,3,2,8.4,3,3,7664.723633
10000140,0,NA,0,1,0,36,0,4,3,1,2,2,10,1,3,8936.307617
10000155,0,NA,0,1,0,42,0,4,3,1,2,2,9.6,3,3,6925.07373
10000156,0,NA,0,1,0,61,1,3,3,1,2,2,10,3,3,5823.275391
10000157,0,NA,0,1,0,36,0,3,3,0,1,2,10,2,3,8936.307617
10000158,0,NA,0,1,0,52,1,4,3,1,3,2,9.4,3,3,7497.647949
10000159,0,NA,0,1,0,35,1,4,3,1,2,2,7.8,3,3,7664.723633
10000167,0,NA,0,1,0,38,0,2,3,1,2,1,5.8,2,1,8936.307617
10000190,0,NA,0,1,0,36,1,4,3,0,3,2,9,3,2,7664.723633
10000193,0,NA,0,1,0,51,0,3,3,0,2,2,7.2,2,2,6925.07373
10000198,0,NA,0,1,0,35,0,3,3,1,2,1,5,2,2,8936.307617
10000200,0,NA,0,1,0,43,0,2,3,0,2,2,3.8,3,2,6925.07373
10000206,1,0.2,0,1,0,46,0,3,2,1,3,1,7.4,2,3,6925.07373
10000214,0,NA,0,1,0,40,1,4,2,1,4,1,5.4,2,3,7497.647949
10000217,0,NA,0,1,0,34,1,4,3,1,4,2,4.2,2,3,7664.723633
10000220,0,NA,0,1,0,32,0,3,3,1,3,1,6.8,2,3,8936.307617
10000236,0,NA,0,1,0,38,0,3,3,1,3,2,4,2,2,8936.307617
10000258,0,NA,0,1,0,44,0,4,3,1,2,1,8.6,1,3,6925.07373
10000274,0,NA,0,1,0,30,0,3,3,1,2,1,6,1,3,8936.307617
10000277,1,0.3,0,1,0,33,0,4,2,1,1,1,4.6,2,2,8936.307617
10000297,0,NA,0,1,0,30,1,4,3,1,2,2,9,2,3,7664.723633
10000298,0,NA,0,1,0,49,1,2,3,0,2,2,10,2,3,7497.647949
10000307,0,NA,0,1,0,38,0,3,2,1,3,2,3.4,2,3,8936.307617
10000334,0,NA,0,1,0,29,0,4,1,1,2,2,10,2,1,8936.307617
10000338,0,NA,0,1,0,60,0,4,1,1,2,2,6.8,2,3,6362.434082
10000352,0,NA,0,1,0,56,0,4,2,1,2,2,9.2,2,2,6362.434082
10000354,0,NA,0,1,0,46,0,3,3,1,2,2,8.2,3,3,6925.07373
10000357,0,NA,0,1,0,39,1,4,2,1,3,2,3.6,2,3,7664.723633
10000371,1,NA,0,1,0,55,1,4,3,1,3,1,6.2,3,3,5823.275391
10000486,1,0.6,0,1,0,27,1,3,3,1,3,2,7,3,3,7664.723633
10000487,0,NA,0,1,0,26,1,3,3,0,3,2,8.8,3,3,7664.723633
10000493,0,NA,0,1,0,71,1,3,3,1,3,2,10,3,3,6072.534668
10000502,0,NA,0,1,0,66,1,2,2,0,2,2,10,2,3,6072.534668
10000505,0,NA,0,1,0,37,1,3,3,1,2,2,7.2,3,3,7664.723633
10000519,0,NA,0,1,0,41,1,3,3,1,1,2,5,3,3,7497.647949
10000615,0,NA,0,1,0,50,1,4,3,0,2,2,9.2,2,3,11098.361328
10000617,0,NA,0,1,0,54,1,4,3,0,3,2,4,3,3,11098.361328
10000619,0,NA,0,1,0,22,0,4,2,1,2,2,7.6,2,3,12027.665039
10000694,0,NA,0,1,0,32,1,4,2,1,3,1,9.6,2,3,11362.973633
10000695,0,NA,0,1,0,61,1,4,2,0,2,2,9.2,3,3,8784.584961
10000700,0,NA,0,1,0,41,0,2,3,0,3,2,8,3,3,10374.064453
10000751,0,NA,0,1,0,57,1,4,3,0,3,1,7.8,1,2,8784.584961
10000752,0,NA,0,1,0,58,1,3,3,0,2,2,10,3,3,8784.584961
10000754,0,NA,0,1,0,28,0,4,2,1,2,2,7.8,3,2,13104.175781
10000776,0,NA,0,1,0,60,0,4,1,1,2,2,8,3,3,9600.095703
10000800,0,NA,0,1,0,61,1,4,1,0,3,2,8.6,2,3,8784.584961
10000819,0,NA,0,1,0,43,1,3,3,0,4,2,9.8,3,2,11098.361328
10000836,0,NA,0,1,0,52,1,3,3,0,2,2,10,2,2,11098.361328
10000840,0,NA,0,1,0,58,1,3,2,0,4,2,10,1,3,8784.584961
10000904,0,NA,0,1,0,44,1,3,3,0,4,2,8.4,1,2,15678.049805
10000906,0,NA,0,1,0,47,0,3,2,0,3,2,9.2,3,3,14734.295898
10001108,0,NA,0,1,0,35,0,4,3,0,1,2,7.8,2,3,18409.064453
10001206,0,NA,0,1,0,56,0,4,1,0,2,2,6.4,2,3,13686.68457
10001231,0,NA,0,1,0,47,1,2,3,1,3,2,9.2,3,3,15678.049805
10001364,0,NA,0,1,0,41,0,4,2,0,1,2,8.6,2,3,14734.295898
10001367,0,NA,0,1,0,44,1,3,2,1,2,2,6,2,3,15678.049805
10001368,0,NA,0,1,0,26,0,3,1,1,2,2,6.6,2,3,18409.064453
10001369,0,NA,0,1,0,57,0,4,1,1,4,2,9.2,3,3,13686.68457
10001381,0,NA,0,1,0,47,0,3,2,1,2,1,6.2,3,3,14734.295898
10001390,0,NA,0,1,0,28,0,2,3,0,3,1,7.6,3,3,18409.064453
10001396,0,NA,0,1,0,27,0,4,2,0,3,2,6.8,3,3,18409.064453
10001416,0,NA,0,1,0,50,1,2,3,1,4,2,8,2,3,12628.235352
10001417,0,NA,0,1,0,54,0,4,2,0,1,1,10,3,3,11846.138672
10001438,0,NA,0,1,0,52,1,2,3,0,2,2,9.4,2,3,12628.235352
10001441,0,NA,0,1,0,34,0,2,3,0,3,2,7.6,3,3,14874.27832
10001445,0,NA,0,1,0,42,1,3,3,1,1,1,9.4,3,3,12628.235352
10001449,0,NA,0,1,0,38,1,3,3,0,3,2,10,3,3,12936.197266
10001467,0,NA,0,1,0,26,1,4,3,1,1,2,9,1,3,12936.197266
10001527,0,NA,0,1,0,48,1,4,3,1,2,2,9.2,3,3,12628.235352
10001538,0,NA,0,1,0,53,1,2,3,1,4,2,10,3,3,12628.235352
10001562,0,NA,0,1,0,40,0,4,2,1,2,1,7.4,2,2,11846.138672
10001583,0,NA,0,1,0,39,0,3,3,1,4,1,6.4,3,2,14874.27832
10001585,0,NA,0,1,0,36,1,3,3,1,1,2,9.4,3,3,12936.197266
10001588,0,NA,0,1,0,38,1,3,2,1,3,1,7.6,2,2,12936.197266
10001590,0,NA,0,1,0,40,1,3,2,1,3,1,8.6,3,3,12628.235352
10001682,0,NA,0,1,0,45,0,4,2,1,1,2,10,2,2,11846.138672
10001684,0,NA,0,1,0,54,0,4,2,0,2,2,10,3,3,11846.138672
10001686,0,NA,0,1,0,45,0,4,2,0,4,2,8.6,3,3,11846.138672
10001687,0,NA,0,1,0,37,0,4,2,0,1,2,10,3,3,14874.27832
10001762,0,NA,0,1,0,47,0,3,3,1,3,2,1.4,3,3,9221.691406
10001777,0,NA,0,1,0,50,1,2,3,0,3,2,8.8,3,3,9888.189453
10001892,0,NA,0,1,0,33,0,4,3,1,3,2,8,3,3,9496.238281
10001902,0,NA,0,1,0,42,1,2,3,0,2,2,10,3,3,7999.778809
10002183,0,NA,0,1,0,47,0,4,2,1,1,1,5.4,2,3,10699.18457
10002193,0,NA,0,1,0,49,0,3,3,0,4,1,10,3,3,10699.18457
10002248,0,NA,0,1,0,50,0,3,2,0,3,2,6,3,3,10699.18457
10002268,0,NA,0,1,0,29,1,3,3,1,3,1,6.4,2,2,11699.834961
10002276,0,NA,0,1,0,44,1,3,3,1,2,1,7.4,3,2,11421.675781
10002338,0,NA,0,1,0,29,1,3,3,0,3,2,5.6,2,3,11699.834961
10002339,0,NA,0,1,0,28,1,3,3,0,3,2,7.2,3,3,11699.834961
10002372,0,NA,0,1,0,40,0,3,2,0,3,2,4.8,3,2,10699.18457
10002392,1,NA,0,1,0,20,0,4,2,1,3,2,10,3,3,12378.975586
10002493,0,NA,0,1,0,45,0,2,3,1,4,2,8.4,3,3,4815.400879
10002496,0,NA,0,1,0,59,0,3,3,1,1,2,8.4,2,3,4411.708984
10002500,0,NA,0,1,0,56,0,4,3,1,2,2,9.4,2,2,4411.708984
10002520,0,NA,0,1,0,49,0,3,2,0,3,2,9.2,3,3,4815.400879
10002528,0,NA,0,1,0,42,0,3,3,1,3,2,7.2,2,3,7089.44043
10002531,0,NA,0,1,0,56,1,3,2,0,3,3,8.4,3,3,5964.161133
10002535,0,NA,0,1,0,33,0,2,3,1,4,2,8,2,3,9090.740234
10002545,0,NA,0,1,0,39,0,4,3,0,3,2,8.6,2,2,9090.740234
10002548,0,NA,0,1,0,51,1,3,2,1,2,2,9.2,3,3,7640.339844
10002551,0,NA,0,1,0,48,0,2,2,1,2,2,8.8,2,3,7089.44043
10002567,0,NA,0,1,0,57,0,2,3,1,3,2,8,3,3,6527.704102
10002568,0,NA,0,1,0,39,1,4,2,0,3,2,8.6,3,3,7819.15625
10002571,0,NA,0,1,0,21,0,3,2,1,2,2,8.6,2,3,8302.322266
10002581,0,NA,0,1,0,26,1,3,3,0,3,2,9,3,3,7819.15625
10002583,0,NA,0,1,0,45,0,4,3,0,3,2,9.6,3,3,7089.44043
10002592,0,NA,0,1,0,38,0,3,3,1,2,2,9,3,3,9090.740234
10002595,0,NA,0,1,0,50,1,2,2,0,3,2,9.6,3,3,7640.339844
10002599,0,NA,0,1,0,34,0,2,3,0,2,2,9,3,3,9090.740234
10002601,0,NA,0,1,0,54,0,3,3,1,2,2,8,3,3,7089.44043
10002609,1,0.15,0,1,0,35,1,4,3,1,2,2,7.4,3,3,7819.15625
10002625,0,NA,0,1,0,35,1,3,3,1,1,2,8.8,3,3,7819.15625
10002629,0,NA,0,1,0,24,1,4,2,1,3,2,8.4,2,3,7821.865723
10002636,0,NA,0,1,0,53,0,2,3,1,3,2,7.2,3,3,7089.44043
10002730,0,NA,0,1,0,42,0,4,2,1,4,2,10,3,3,7089.44043
10002842,0,NA,0,1,0,45,0,4,2,1,2,1,8.6,2,3,7089.44043
10002845,0,NA,0,1,0,67,1,4,2,1,2,2,10,2,3,6235.095215
10002856,0,NA,0,1,0,30,0,4,3,1,3,2,7.2,2,3,9090.740234
10002859,0,NA,0,1,0,53,1,3,2,0,2,2,8,2,3,7640.339844
10002866,0,NA,0,1,0,18,1,4,3,0,2,2,8.6,3,3,7821.865723
10002868,0,NA,0,1,0,53,0,2,3,0,2,2,8,3,3,7089.44043
10002873,0,NA,0,1,0,29,1,3,3,1,2,2,9.2,3,3,7819.15625
10002876,0,NA,0,1,0,46,0,2,3,1,2,2,8.2,3,3,7089.44043
10002879,0,NA,0,1,0,31,0,4,3,1,4,2,8,1,3,9090.740234
10002886,0,NA,0,1,0,47,1,3,3,1,3,2,7.6,2,3,7640.339844
10002921,0,NA,0,1,0,27,1,3,3,1,2,3,7.4,2,3,7819.15625
10002925,0,NA,0,1,0,55,0,4,2,1,2,2,9,3,3,6527.704102
10002928,0,NA,0,1,0,44,0,3,3,1,2,2,8,2,3,7089.44043
10002938,0,NA,0,1,0,30,1,4,2,0,3,2,8,3,3,7819.15625
10002942,0,NA,0,1,0,52,1,4,3,1,2,2,10,3,3,7640.339844
10002946,0,NA,0,1,0,24,0,4,3,0,2,2,7.6,3,3,8302.322266
10002953,0,NA,0,1,0,46,0,2,3,0,2,2,9.2,3,3,7089.44043
10002956,0,NA,0,1,0,34,1,4,3,0,3,2,8.2,3,3,7819.15625
10003053,0,NA,0,1,0,56,1,4,2,1,3,2,8.4,2,2,5662.521484
10003063,0,NA,0,1,0,25,0,4,2,1,2,1,8.2,3,3,8654.536133
10003072,0,NA,0,1,0,43,0,4,2,1,3,2,8.2,3,2,6731.807617
10003091,0,NA,0,1,0,39,0,3,3,0,4,2,8.8,3,2,8654.536133
10003176,0,NA,0,1,0,51,1,4,3,1,3,2,10,3,3,10474.30957
10003178,0,NA,0,1,0,54,0,4,1,0,4,2,6,3,3,9766.268555
10003187,0,NA,0,1,0,30,1,4,3,0,2,2,4.2,3,3,10719.957031
10003192,0,NA,0,1,0,30,0,3,3,0,2,2,6.8,3,3,12391.619141
10003312,0,NA,0,1,0,49,1,2,3,0,3,2,9.6,3,2,10474.30957
10003333,0,NA,0,1,0,63,1,3,2,1,2,2,5.8,3,3,8258.069336
10003338,0,NA,0,1,0,49,0,4,3,1,3,1,6.6,2,3,9766.268555
10003343,0,NA,0,1,0,52,0,3,2,1,2,2,7.4,3,3,9766.268555
10003446,0,NA,0,1,0,38,0,4,2,0,4,2,10,3,3,9631.705078
10003454,0,NA,0,1,0,54,0,4,2,0,3,2,6.6,3,3,7495.841797
10003482,0,NA,0,1,0,57,1,4,2,1,4,2,10,3,2,6310.956543
10003484,0,NA,0,1,0,58,0,4,3,0,3,2,10,3,3,6897.077637
10003487,0,NA,0,1,0,40,1,2,3,1,3,2,8.6,2,3,8094.605957
10003512,0,NA,0,1,0,47,0,4,3,1,2,2,7.6,3,2,7495.841797
10003522,0,NA,0,1,0,59,1,3,1,0,1,2,8,2,1,6310.956543
10003525,0,NA,0,1,0,68,1,4,1,1,2,2,7.4,3,2,6587.30957
10003532,0,NA,0,1,0,23,0,4,3,1,1,2,4.6,2,3,8791.80957
10003535,0,NA,0,1,0,40,1,3,3,1,2,1,5.8,2,1,8094.605957
10003547,0,NA,0,1,0,28,0,4,2,1,1,2,10,3,2,9631.705078
10003548,0,NA,0,1,0,46,0,4,2,1,1,2,8.8,2,2,7495.841797
10003616,0,NA,0,1,0,65,0,2,3,0,2,2,8.2,3,2,8933.598633
10003620,0,NA,0,1,0,25,0,3,3,1,2,2,6,3,2,13917.881836
10003640,0,NA,0,1,0,38,1,4,3,1,2,2,10,3,2,12095.398438
10003773,0,NA,0,1,0,36,1,4,3,0,3,2,7,3,3,6500.61084
10003814,0,NA,0,1,0,39,0,4,3,0,3,2,7.4,3,3,7583.443848
10003815,0,NA,0,1,0,42,0,2,3,0,3,2,10,3,3,5876.559082
10003820,0,NA,0,1,0,28,0,4,3,1,2,1,6.4,1,3,7583.443848
10003840,0,NA,0,1,0,32,0,4,2,0,2,1,8,3,3,7583.443848
10003855,0,NA,0,1,0,44,0,3,2,1,3,2,8.4,2,2,5876.559082
10003856,0,NA,0,1,0,39,0,4,3,1,2,2,8.4,3,2,7583.443848
10003876,0,NA,0,1,0,62,1,3,3,1,2,2,6.4,3,3,4931.902344
10003924,0,NA,0,1,0,53,0,3,3,1,2,2,10,3,2,8563.321289
10003938,0,NA,0,1,0,39,0,4,3,0,4,1,10,3,2,10900.579102
10003957,0,NA,0,1,0,38,0,4,3,1,2,1,10,3,2,10900.579102
10003974,0,NA,0,1,0,18,1,4,2,1,1,2,10,3,2,9427.601562
10003975,0,NA,0,1,0,26,1,3,2,1,2,2,10,2,2,9411.345703
10003978,0,NA,0,1,0,32,0,4,2,1,2,2,9.2,3,2,10900.579102
10003999,0,NA,0,1,0,41,0,4,3,1,2,1,10,3,2,8563.321289
10004015,0,NA,0,1,0,28,1,4,2,0,1,2,9,1,3,9411.345703
10004017,0,NA,0,1,0,28,1,4,3,1,1,3,10,1,3,9411.345703
10004018,0,NA,0,1,0,50,0,4,2,0,3,2,7.4,2,3,8563.321289
10004019,0,NA,0,1,0,49,0,3,3,0,2,2,7.4,2,3,8563.321289
10004020,0,NA,0,1,0,43,1,4,3,0,3,2,7.6,1,3,9192.791992
10004036,0,NA,0,1,0,44,0,2,3,0,3,2,5.8,2,3,8563.321289
10004044,0,NA,0,1,0,27,0,4,2,0,2,2,8.4,2,2,10900.579102
10004045,0,NA,0,1,0,45,1,4,2,1,2,2,6.6,2,2,9192.791992
10004051,0,NA,0,1,0,20,0,4,2,1,2,2,6.2,3,2,9978.500977
10004056,0,NA,0,1,0,56,1,4,2,1,2,2,8.4,2,2,7224.907715
10004076,0,NA,0,1,0,49,0,4,3,1,3,2,8.6,3,2,8563.321289
10004077,0,NA,0,1,0,48,0,4,2,1,2,2,8.4,3,2,8563.321289
10004078,0,NA,0,1,0,50,1,4,2,1,2,2,7.4,2,2,9192.791992
10004079,0,NA,0,1,0,24,1,3,3,1,2,2,10,3,2,9427.601562
10004080,0,NA,0,1,0,23,0,4,3,1,2,2,8.8,3,2,9978.500977
10004086,0,NA,0,1,0,48,1,2,2,1,1,1,9.4,3,3,9192.791992
10004087,0,NA,0,1,0,28,0,3,2,1,2,2,7.4,3,3,10900.579102
10004088,0,NA,0,1,0,31,1,3,3,0,2,2,5,1,3,9411.345703
10004116,0,NA,0,1,0,26,0,4,3,0,3,2,7,2,3,10900.579102
10004117,0,NA,0,1,0,42,1,2,2,0,4,2,8.4,2,3,9192.791992
10004118,0,NA,0,1,0,38,0,4,2,0,2,1,10,1,3,10900.579102
10004119,0,NA,0,1,0,38,0,4,2,0,2,1,9.2,1,3,10900.579102
10004172,0,NA,0,1,0,42,1,3,3,1,3,1,8,3,2,9192.791992
10004174,0,NA,0,1,0,42,1,3,3,1,2,2,10,2,2,9192.791992
10004200,0,NA,0,1,0,33,0,4,3,0,2,2,7.8,2,2,10900.579102
10004297,0,NA,0,1,0,37,1,4,3,1,2,2,8.2,3,2,7242.066895
10004299,0,NA,0,1,0,56,0,2,3,1,3,2,9.2,3,2,6018.348145
10004303,0,NA,0,1,0,39,0,4,3,1,2,2,10,3,2,8444.110352
10004306,0,NA,0,1,0,51,0,4,2,1,2,2,10,3,2,6548.475586
10004497,0,NA,0,1,0,40,0,3,3,0,3,2,8.4,2,3,7605.118164
10004521,0,NA,0,1,0,24,1,4,3,0,1,2,10,2,3,8380.892578
10004536,1,NA,0,1,0,20,0,4,2,1,4,1,2.6,3,3,8879.411133
10004537,0,NA,0,1,0,56,1,2,3,1,3,2,10,3,3,6410.299316
10004538,0,NA,0,1,0,43,1,3,3,1,3,1,6.6,3,3,8176.789062
10004559,0,NA,0,1,0,35,0,3,3,1,2,2,8.4,3,3,9708.469727
10004561,0,NA,0,1,0,57,0,2,3,1,3,2,9,3,3,7013.579102
10004564,0,NA,0,1,0,51,1,4,2,1,2,2,9,1,1,8176.789062
10004574,0,NA,0,1,0,42,1,3,2,1,1,1,10,2,3,8176.789062
10004735,0,NA,0,1,0,40,0,4,2,0,4,2,8.4,2,3,10939.413086
10004741,0,NA,0,1,0,60,0,4,3,1,3,2,8.6,3,3,10130.223633
10004780,0,NA,0,1,0,50,1,4,3,1,2,2,6,2,3,11689.900391
10004796,0,NA,0,1,0,25,1,3,3,1,3,2,8,3,3,11971.671875
10004797,0,NA,0,1,0,36,1,3,3,1,3,2,7.4,3,3,11971.671875
10004799,0,NA,0,1,0,20,0,4,2,1,3,2,7.2,3,3,12667.972656
10004800,0,NA,0,1,0,49,0,3,3,1,3,2,7.4,3,3,10939.413086
10004801,0,NA,0,1,0,40,0,3,3,0,3,2,6.6,3,3,10939.413086
10004804,0,NA,0,1,0,36,0,2,3,1,2,2,10,2,2,10803.042969
10004816,0,NA,0,1,0,51,1,3,3,1,2,2,6.4,3,2,9105.189453
10004836,0,NA,0,1,0,30,1,3,2,1,3,2,9.2,3,2,9318.324219
10004858,0,NA,0,1,0,32,0,3,2,1,2,2,6,2,2,10803.042969
10004963,0,NA,0,1,0,48,1,3,3,1,3,2,3,2,2,9880.061523
10004965,0,NA,0,1,0,48,0,3,3,0,2,2,10,3,2,9198.210938
10004977,0,NA,0,1,0,50,1,4,3,0,3,2,9.6,2,2,9880.061523
10005100,0,NA,0,1,0,62,1,3,2,1,1,1,8.6,2,3,14406.46582
10011897,0,NA,0,1,0,39,1,3,3,1,2,2,8,3,2,7664.723633
10011923,0,NA,0,1,0,30,0,4,3,1,2,2,8.8,3,2,8936.307617
10011928,0,NA,0,1,0,36,0,3,3,0,4,3,9.4,3,3,8936.307617
10011944,0,NA,0,1,0,45,1,3,3,1,3,2,8.81483255253811,3,3,7497.647949
10011979,0,NA,0,1,0,55,1,2,3,1,2,3,5.8,3,3,5823.275391
10011980,0,NA,0,1,0,46,0,4,2,1,1,3,6.2,2,2,6925.07373
10011982,0,NA,0,1,0,32,1,3,3,1,2,2,6,3,3,7664.723633
10011994,0,NA,0,1,0,55,0,4,1,1,1,3,5.6,2,3,6362.434082
10011995,0,NA,0,1,0,42,0,4,2,1,1,3,6,2,2,6925.07373
10011998,0,NA,0,1,0,38,1,4,2,1,1,3,5.6,2,2,7664.723633
10011999,0,NA,0,1,0,38,1,2,3,1,2,3,6.6,3,3,7664.723633
10012019,0,NA,0,1,0,81,0,4,1,1,2,2,8.2,2,3,8339.349609
10012020,0,NA,0,1,0,62,1,3,2,1,2,3,10,3,2,8784.584961
10012021,0,NA,0,1,0,58,1,3,3,1,2,2,8,3,3,8784.584961
10012022,0,NA,0,1,0,41,0,2,3,0,2,2,9,1,2,10374.064453
10012023,0,NA,0,1,0,25,0,2,3,0,3,3,10,3,3,13104.175781
10012079,0,NA,0,1,0,52,0,4,3,0,4,2,8.4,3,3,10374.064453
10012083,0,NA,0,1,0,37,0,3,3,0,4,2,9.6,3,3,13104.175781
10012100,0,NA,0,1,0,37,1,3,2,0,3,2,10,2,3,11362.973633
10012103,0,NA,0,1,0,29,1,4,2,0,1,2,8,2,3,11362.973633
10012120,0,NA,0,1,0,47,1,3,2,0,3,2,5.2,2,3,11098.361328
10012122,0,NA,0,1,0,57,0,2,3,1,4,2,10,3,3,9600.095703
10012143,0,NA,0,1,0,29,0,4,3,0,3,2,5.8,3,3,13104.175781
10012162,0,NA,0,1,0,61,0,3,2,0,3,2,5.6,3,2,9600.095703
10012177,0,NA,0,1,0,59,1,3,2,1,3,2,8.4,3,3,12534.311523
10012195,1,NA,0,1,0,36,1,4,3,1,2,2,9.2,3,3,16057.357422
10012200,0,NA,0,1,0,33,0,4,2,0,3,1,8,3,3,18409.064453
10012246,0,NA,0,1,0,60,1,4,2,0,2,2,10,2,3,12534.311523
10012253,0,NA,0,1,0,60,1,2,3,1,3,2,7.6,3,3,12534.311523
10012259,0,NA,0,1,0,26,0,4,3,1,3,2,8,3,3,18409.064453
10012265,0,NA,0,1,0,50,1,2,3,1,3,2,8.8,3,3,15678.049805
10012381,0,NA,0,1,0,49,0,4,3,1,2,2,9.2,3,3,14734.295898
10012403,0,NA,0,1,0,50,1,4,3,1,3,2,9.4,3,3,15678.049805
10012694,0,NA,0,1,0,61,0,4,2,1,3,1,6,2,2,8519.972656
10012698,0,NA,0,1,0,58,0,4,2,1,3,1,8,2,2,8519.972656
10012701,0,NA,0,1,0,56,0,4,2,1,1,1,10,1,3,8519.972656
10012702,0,NA,0,1,0,45,1,4,3,1,3,1,8,1,2,9888.189453
10012704,0,NA,0,1,0,54,0,4,2,1,2,1,8,1,3,9221.691406
10012707,0,NA,0,1,0,40,1,4,2,0,2,1,9,2,3,9888.189453
10012720,0,NA,0,1,0,60,0,4,3,0,3,2,7.6,2,2,8519.972656
10012808,0,NA,0,1,0,45,1,4,3,0,2,3,8.2,2,3,11421.675781
10012812,0,NA,0,1,0,38,1,4,3,1,2,2,6.4,3,3,11699.834961
10012825,0,NA,0,1,0,37,1,3,3,0,3,1,7,2,3,11699.834961
10012828,1,0.22,0,1,0,52,1,3,2,1,2,2,9.2,3,3,11421.675781
10012831,0,NA,0,1,0,46,0,2,3,1,3,3,8.2,3,3,10699.18457
10012850,0,NA,0,1,0,38,1,4,2,0,2,2,9.8,2,3,11699.834961
10012857,0,NA,0,1,0,26,0,3,3,1,2,1,9.2,3,3,13477.162109
10012865,0,NA,0,1,0,45,1,4,2,1,2,2,6.2,3,3,11421.675781
10012868,0,NA,0,1,0,57,1,4,2,0,2,1,10,3,3,9060.9375
10012870,0,NA,0,1,0,22,0,3,3,1,3,2,10,3,3,12378.975586
10012901,0,NA,0,1,0,32,1,4,2,0,2,2,7.2,2,2,11699.834961
10012913,0,NA,0,1,0,22,0,3,2,1,3,2,5.2,2,2,12378.975586
10012915,0,NA,0,1,0,54,1,3,3,1,2,2,6.6,3,2,11421.675781
10012958,0,NA,0,1,0,60,0,3,2,1,3,2,5.6,3,2,9910.766602
10012971,0,NA,0,1,0,45,1,4,2,1,3,1,6.2,2,3,11421.675781
10012975,0,NA,0,1,0,47,1,3,3,1,3,2,5.8,3,2,11421.675781
10012994,0,NA,0,1,0,44,1,4,2,0,3,1,5.4,2,2,11421.675781
10012995,1,0.2,0,1,0,37,0,4,2,1,2,1,6.4,1,3,13477.162109
10013005,0,NA,0,1,0,58,0,4,2,0,3,2,9.6,3,2,9910.766602
10013045,0,NA,0,1,0,45,0,3,3,1,2,1,8.6,3,3,10699.18457
10013054,0,NA,0,1,0,42,1,3,3,1,3,1,6.6,3,2,11421.675781
10013062,0,NA,0,1,0,43,1,4,3,0,3,2,7.6,2,3,11421.675781
10013066,0,NA,0,1,0,43,0,4,2,1,3,2,6.6,2,2,10699.18457
10013101,0,NA,0,1,0,56,0,2,3,0,2,2,9.4,3,3,7655.692871
10013135,0,NA,0,1,0,53,0,2,3,0,3,2,6.8,3,3,8296
10013136,0,NA,0,1,0,37,1,2,3,1,3,2,9.4,2,2,9121.446289
10013160,0,NA,0,1,0,38,0,2,3,0,4,2,6,3,3,10569.136719
10013254,0,NA,0,1,0,38,1,3,1,1,2,2,9,3,3,7819.15625
10013260,0,NA,0,1,0,19,0,3,2,1,2,2,8.8,2,3,8302.322266
10013263,0,NA,0,1,0,43,0,4,2,0,2,3,7.4,2,3,7089.44043
10013270,0,NA,0,1,0,33,1,4,3,1,4,2,8.2,3,3,7819.15625
10013277,0,NA,0,1,0,27,1,3,1,1,3,2,8.8,3,3,7819.15625
10013280,0,NA,0,1,0,48,0,3,3,1,3,2,8.4,2,3,7089.44043
10013283,0,NA,0,1,0,54,0,4,2,1,3,2,7.2,3,3,7089.44043
10013289,0,NA,0,1,0,27,1,3,3,0,3,2,7.6,3,3,7819.15625
10013293,0,NA,0,1,0,40,0,2,3,0,4,2,8,3,3,7089.44043
10013304,0,NA,0,1,0,34,1,3,3,1,2,2,8.4,2,3,7819.15625
10013312,0,NA,0,1,0,54,0,2,3,0,3,2,8.2,3,3,7089.44043
10013315,0,NA,0,1,0,25,1,4,3,1,2,2,7.6,2,3,7819.15625
10013455,0,NA,0,1,0,47,1,4,2,1,2,2,8.2,3,3,7640.339844
10013465,0,NA,0,1,0,59,1,4,3,0,2,2,9,2,3,5964.161133
10013474,0,NA,0,1,0,46,0,3,2,0,2,2,8.8,2,3,7089.44043
10013479,0,NA,0,1,0,27,1,4,2,0,2,2,8,3,3,7819.15625
10013497,0,NA,0,1,0,55,1,4,2,1,1,2,10,2,3,4494.79541
10013498,1,0.59,0,1,0,39,0,4,2,1,2,2,7.6,2,3,6981.970215
10013500,0,NA,0,1,0,43,1,2,3,0,3,2,9.4,3,3,5830.500488
10013522,0,NA,0,1,0,47,1,4,2,0,3,2,8.2,2,3,5830.500488
10013523,0,NA,0,1,0,69,1,4,2,1,3,2,10,3,2,4688.964844
10013543,0,NA,0,1,0,80,0,4,2,1,3,2,6,3,3,4203.993164
