uniqid,ew,y,east,nw,south,age,female,occupation,form_educ,pmi,det_risk,sanct,tax_mor,fin_diff,resp_coop,wex
410000707,0,NA,1,0,0,58,1,3,3,1,2,2,6,3,2,2009.452393
410000711,0,NA,1,0,0,49,1,3,3,1,3,2,7.2,3,2,2795.318604
410000726,0,NA,1,0,0,62,0,2,2,1,3,2,5.8,2,1,2724.277344
410000727,0,NA,1,0,0,48,0,4,2,1,3,1,5,2,1,6259.130859
410000729,0,NA,1,0,0,60,0,4,2,0,4,2,10,3,2,3580.743652
410000730,0,NA,1,0,0,23,1,3,2,1,2,2,8.46571274295799,3,2,5421.197266
410000731,0,NA,1,0,0,57,1,2,3,1,1,2,10,3,3,3185.383545
410000734,0,NA,1,0,0,50,0,4,2,0,3,1,10,3,3,6818.63623
410000736,0,NA,1,0,0,61,0,4,3,0,4,3,10,3,3,3265.25
410000737,0,NA,1,0,0,37,1,4,2,0,2,2,10,2,2,5925.987305
410000741,0,NA,1,0,0,59,1,4,2,1,4,2,10,3,2,2900.777344
410000747,0,NA,1,0,0,19,0,2,3,1,2,2,10,2,3,6047.331055
410000749,0,NA,1,0,0,52,1,4,2,1,3,2,6,2,1,3281.13501
410000751,0,NA,1,0,0,53,1,3,2,1,3,1,5.8,3,1,3886.088623
410000759,0,NA,1,0,0,58,1,2,3,1,2,2,9.6,2,3,3064.039795
410000760,0,NA,1,0,0,60,1,4,2,0,2,2,10,3,2,3185.383545
410000763,0,NA,1,0,0,55,1,3,2,0,2,3,9.8,3,2,2709.274902
410000769,0,NA,1,0,0,32,0,4,2,1,2,2,9,2,2,9634.251953
410000781,0,NA,1,0,0,45,1,3,2,1,3,2,5.4,3,1,3886.088623
410000782,0,NA,1,0,0,61,0,4,2,1,3,2,5.4,3,1,2724.277344
410000803,1,0.1,1,0,0,37,0,2,2,1,3,2,7.68892328400223,3,1,7796.887207
410000814,0,NA,1,0,0,22,1,3,2,1,2,1,6.4,3,3,4628.712402
410000815,0,NA,1,0,0,58,0,3,2,1,2,2,8.6,3,3,2298.030029
410000819,0,NA,1,0,0,24,0,3,2,1,4,1,7.60633633841568,3,2,6048.654785
410000821,0,NA,1,0,0,56,1,3,2,1,3,1,6.80309625484922,3,1,2904.748779
410000824,0,NA,1,0,0,58,0,4,3,1,2,2,5.6,3,2,2298.030029
410000828,1,NA,1,0,0,45,1,4,2,1,3,2,7.52274125987858,2,2,3886.088623
410000831,0,NA,1,0,0,37,1,3,3,1,2,1,9,3,3,5165.713379
410000835,0,NA,1,0,0,51,1,2,3,1,1,1,10,3,3,4251.002441
410000839,0,NA,1,0,0,62,0,4,2,1,2,2,6,2,1,2730.013672
410000840,0,NA,1,0,0,54,0,2,2,0,3,1,7.4,3,3,6816.429688
410000841,0,NA,1,0,0,55,0,4,2,1,2,3,10,2,3,2787.376221
410000842,0,NA,1,0,0,60,1,3,2,1,3,2,5.4,3,1,2904.748779
410000844,0,NA,1,0,0,42,1,4,2,1,3,2,8.2,3,2,3886.088623
410000849,0,NA,1,0,0,48,1,4,2,1,3,2,5,2,1,3285.106201
410000850,0,NA,1,0,0,41,0,3,2,1,2,2,4.8,3,1,6259.130859
410000853,0,NA,1,0,0,50,1,3,3,1,2,1,10,3,3,3342.909912
410000855,0,NA,1,0,0,54,1,4,2,0,2,2,10,3,2,4085.092285
410000856,0,NA,1,0,0,44,1,4,3,1,3,2,8.2,3,2,4085.092285
410000860,0,NA,1,0,0,52,0,4,2,1,3,2,6,3,1,5396.487305
410000862,0,NA,1,0,0,55,1,4,2,1,3,2,6,2,1,2904.748779
410000867,0,NA,1,0,0,47,1,4,2,1,3,1,8,3,2,3664.581055
410000868,0,NA,1,0,0,49,1,4,2,1,2,2,6.2,3,1,3285.106201
410000871,0,NA,1,0,0,52,0,4,2,1,3,2,5.6,3,1,6259.130859
410000875,0,NA,1,0,0,21,1,4,2,1,4,2,10,3,3,6217.653809
410000879,0,NA,1,0,0,59,1,3,2,1,4,2,10,3,3,2900.777344
410000881,0,NA,1,0,0,30,1,3,2,1,4,2,10,3,3,5925.987305
410000882,0,NA,1,0,0,37,1,3,3,1,3,2,10,3,3,5925.987305
410000888,0,NA,1,0,0,49,0,4,2,1,2,1,7,3,2,6553.88623
410000890,0,NA,1,0,0,60,1,3,2,1,3,2,4.8,2,1,2904.748779
410000893,0,NA,1,0,0,56,1,4,2,1,3,2,5.8,2,1,2405.694824
410000897,1,NA,1,0,0,49,1,4,1,1,4,2,8,1,2,4086.857422
410000900,0,NA,1,0,0,56,0,4,2,1,3,2,4.8,2,1,3268.780029
410000907,0,NA,1,0,0,33,1,4,2,1,2,1,7.25715131687368,3,2,5924.663574
410000909,0,NA,1,0,0,60,0,3,2,1,2,1,6.80718676325068,2,2,2298.030029
410000912,0,NA,1,0,0,61,0,3,2,1,2,1,7.53728738770015,3,2,3268.780029
410000913,0,NA,1,0,0,39,1,3,2,1,2,1,10,3,2,5924.663574
410000914,0,NA,1,0,0,52,0,4,2,1,1,2,10,3,3,5728.307129
410000920,0,NA,1,0,0,53,0,3,3,1,2,2,9.8,3,3,5957.757324
410000922,0,NA,1,0,0,62,0,4,2,1,3,2,6,2,1,3268.780029
410000924,0,NA,1,0,0,54,1,4,2,1,3,2,9,2,3,4086.857422
410000928,0,NA,1,0,0,60,1,2,2,1,3,3,10,3,2,3185.383545
410000929,0,NA,1,0,0,51,1,2,2,1,2,2,10,3,3,4251.002441
410000931,0,NA,1,0,0,55,0,2,2,0,4,2,10,2,3,3584.273682
410000932,0,NA,1,0,0,44,1,4,2,1,3,1,4.8,2,1,3884.32373
410000933,0,NA,1,0,0,48,1,3,2,1,2,2,8.4,3,2,4252.767578
410000934,0,NA,1,0,0,45,0,2,2,1,3,2,8.8,3,2,6259.130859
410000935,0,NA,1,0,0,58,1,3,1,1,3,2,5,2,1,2405.694824
410000937,0,NA,1,0,0,45,1,3,2,1,3,2,7.22417296739955,3,1,3886.088623
410000939,0,NA,1,0,0,58,0,4,2,0,2,1,10,3,3,3062.274902
410000940,0,NA,1,0,0,61,1,4,2,1,2,2,9.2,3,3,2900.777344
410000946,0,NA,1,0,0,50,1,3,2,1,3,1,5.2,2,1,3886.088623
410000948,0,NA,1,0,0,42,1,3,2,1,3,1,5,2,1,3285.106201
410000951,0,NA,1,0,0,28,0,3,3,0,3,2,7.4,3,3,8474.206055
410000955,0,NA,1,0,0,58,1,4,3,1,3,2,8.6305187693321,3,2,2709.274902
410000956,0,NA,1,0,0,45,0,4,2,1,3,2,5,2,1,5396.487305
410000958,0,NA,1,0,0,61,0,4,2,1,3,2,6,2,1,3268.780029
410000959,0,NA,1,0,0,27,0,3,3,0,3,2,6.4,3,2,9261.836914
410000967,0,NA,1,0,0,24,1,4,2,1,1,1,10,3,3,6772.304688
410000969,0,NA,1,0,0,68,0,2,2,1,2,1,10,3,3,3412.627441
410000972,0,NA,1,0,0,39,1,3,2,1,2,1,10,3,3,6457.252441
410000985,0,NA,1,0,0,58,1,4,2,1,3,2,6,2,1,2900.777344
410000986,0,NA,1,0,0,54,1,4,2,1,3,2,5,3,1,3884.32373
410000993,0,NA,1,0,0,60,0,4,2,1,3,2,5,2,1,3265.25
410000994,0,NA,1,0,0,61,0,4,2,1,3,2,5,2,1,3265.25
410000999,0,NA,1,0,0,60,1,3,2,1,2,2,6.4,3,3,3185.383545
410001000,0,NA,1,0,0,37,1,3,3,1,3,1,8.4,3,3,5925.987305
410001001,0,NA,1,0,0,71,1,2,2,1,3,2,9.4,3,1,3171.263672
410001007,0,NA,1,0,0,44,1,4,2,1,1,2,10,3,2,4251.002441
410001008,0,NA,1,0,0,40,0,4,2,0,3,1,6,3,3,6818.63623
410001009,0,NA,1,0,0,27,0,4,2,1,3,1,9,2,3,8874.419922
410001025,0,NA,1,0,0,48,0,4,3,1,3,1,8.6,2,2,6260.895996
410001027,0,NA,1,0,0,52,0,3,2,1,2,1,10,3,2,4671.955078
410001032,0,NA,1,0,0,55,1,3,2,1,3,2,6.2,2,1,2900.777344
410001038,0,NA,1,0,0,48,1,4,2,1,3,2,6,2,1,3884.32373
410001039,0,NA,1,0,0,52,0,4,2,0,1,2,10,3,2,6818.63623
410001040,0,NA,1,0,0,48,1,4,2,1,3,1,10,3,3,4251.002441
410001041,0,NA,1,0,0,33,1,4,2,1,3,2,8,3,3,5925.987305
410001044,0,NA,1,0,0,55,0,4,2,1,2,2,9,3,2,3265.25
410001048,0,NA,1,0,0,59,0,4,2,1,3,2,6,2,1,3265.25
410001049,0,NA,1,0,0,43,0,4,2,1,3,1,6,2,1,6260.895996
410001050,0,NA,1,0,0,43,1,4,2,1,2,2,9,2,3,4086.857422
410001051,0,NA,1,0,0,29,1,4,2,0,3,2,9,3,3,6206.181152
410001057,0,NA,1,0,0,60,1,2,2,1,4,2,7.4,3,2,3185.383545
410001063,0,NA,1,0,0,38,0,4,3,1,2,3,10,3,2,8474.206055
410001065,0,NA,1,0,0,41,1,4,2,1,1,2,10,3,2,3886.088623
410001070,0,NA,1,0,0,45,1,3,2,1,3,2,6,2,1,3884.32373
410001071,0,NA,1,0,0,56,1,2,3,1,3,1,8.59190031823963,3,2,2900.777344
410001073,0,NA,1,0,0,48,0,4,2,1,2,2,7.4,3,1,6551.679688
410001074,0,NA,1,0,0,61,1,3,3,1,2,2,10,3,3,3068.01123
410001076,0,NA,1,0,0,62,0,2,3,1,2,2,8.38196716986328,3,3,3584.273682
410001077,0,NA,1,0,0,42,1,4,2,0,2,2,10,3,2,3886.088623
410001078,0,NA,1,0,0,53,1,2,3,0,4,1,9.2,3,3,4085.092285
410001081,0,NA,1,0,0,45,0,2,3,0,4,1,10,3,3,6259.130859
410001083,0,NA,1,0,0,47,1,2,2,1,3,2,10,3,3,4252.767578
410001084,0,NA,1,0,0,39,1,4,2,1,2,2,10,3,2,5636.527344
410001085,0,NA,1,0,0,60,0,4,2,1,3,2,5.8,2,1,3265.25
410001087,0,NA,1,0,0,58,0,4,2,1,3,2,4.8,3,1,3265.25
410001090,0,NA,1,0,0,56,0,4,2,0,3,1,5.2,2,2,3445.721191
410001091,0,NA,1,0,0,20,0,4,2,1,1,3,10,2,1,6588.303711
410001093,0,NA,1,0,0,30,0,4,2,1,4,2,10,3,2,8870.006836
410001094,0,NA,1,0,0,28,0,4,2,1,4,2,6.6,3,2,9261.836914
410001095,0,NA,1,0,0,55,1,2,3,1,3,2,9.8,3,3,3189.796143
410001100,0,NA,1,0,0,50,1,4,2,1,2,3,10,3,2,3664.581055
410001103,0,NA,1,0,0,35,1,2,2,1,2,1,8.8,3,3,6457.252441
410001106,0,NA,1,0,0,26,0,3,3,1,3,1,7.4,1,3,9261.836914
410001108,0,NA,1,0,0,49,0,3,2,0,4,2,10,3,3,6818.63623
410001110,0,NA,1,0,0,52,0,3,2,1,3,2,4,2,1,6260.895996
410001112,0,NA,1,0,0,48,1,4,2,1,2,3,10,3,3,3664.581055
410001113,0,NA,1,0,0,47,0,4,2,0,4,2,10,3,2,6259.130859
410001114,0,NA,1,0,0,55,0,4,2,0,2,1,10,3,3,3268.780029
410001115,0,NA,1,0,0,36,0,3,2,1,4,1,4.2,3,2,8870.006836
410001116,0,NA,1,0,0,29,1,3,3,1,2,1,10,3,3,6455.487305
410001117,0,NA,1,0,0,37,1,2,2,1,3,2,10,2,3,5924.663574
410001118,1,0.1,1,0,0,23,0,4,2,0,2,3,1,3,3,6588.303711
410001130,0,NA,1,0,0,58,1,3,2,1,3,2,5.6,3,1,2900.777344
410001135,0,NA,1,0,0,56,1,4,2,1,3,2,5.8,3,1,2900.777344
410001136,0,NA,1,0,0,54,1,3,2,0,1,2,10,3,2,4086.857422
410001137,0,NA,1,0,0,36,1,3,2,1,3,2,7.83247387212042,3,1,5925.987305
410001142,0,NA,1,0,0,39,0,4,2,1,2,2,8.6,3,2,9628.957031
410001148,0,NA,1,0,0,32,0,3,2,0,2,2,10,3,2,8870.006836
410001151,0,NA,1,0,0,31,0,3,2,0,4,2,8.2,3,3,9267.573242
410001155,0,NA,1,0,0,30,1,4,3,1,3,2,9.2,3,3,6206.181152
410001156,0,NA,1,0,0,24,1,3,2,1,3,2,9,3,3,6510.202148
410001158,0,NA,1,0,0,70,0,3,2,0,4,2,10,3,2,3282.45874
410001161,0,NA,1,0,0,44,1,3,3,1,3,1,9.6,2,3,4085.092285
410001162,0,NA,1,0,0,47,0,2,3,0,4,1,10,3,3,6553.88623
410001163,0,NA,1,0,0,23,0,3,2,1,3,2,9.4,3,3,6334.143555
410001169,0,NA,1,0,0,69,0,4,2,1,1,2,10,2,1,3417.039795
410001170,0,NA,1,0,0,60,0,4,2,1,3,2,5.8,3,1,3265.25
410001171,0,NA,1,0,0,48,1,4,2,1,4,1,7.8,3,3,3664.581055
410001172,0,NA,1,0,0,52,1,4,2,1,2,2,9,2,3,4085.092285
410001173,0,NA,1,0,0,57,0,4,2,1,3,2,6,2,1,3265.25
410001190,0,NA,1,0,0,55,1,3,2,1,1,2,10,3,2,3068.01123
410001193,0,NA,1,0,0,29,0,2,3,0,4,2,5.8,3,3,9261.836914
410001224,1,0.3,1,0,0,47,0,3,2,1,2,1,1,3,1,6260.895996
410001232,0,NA,1,0,0,55,1,4,2,1,4,2,4.8,2,1,2900.777344
410001244,0,NA,1,0,0,40,1,3,3,1,2,2,10,3,3,4086.857422
410001254,0,NA,1,0,0,59,1,3,2,1,2,2,6,2,1,2900.777344
410001256,0,NA,1,0,0,54,0,4,2,1,2,2,6,2,1,5394.722168
410001266,0,NA,1,0,0,54,0,4,2,1,3,2,5.4,2,1,6260.895996
410001270,0,NA,1,0,0,60,0,4,2,1,3,2,6,2,1,2724.277344
410001271,0,NA,1,0,0,56,0,4,3,0,4,1,6.4,3,1,3584.273682
410001272,0,NA,1,0,0,61,1,4,2,1,2,2,8.6,2,3,2900.777344
410001274,0,NA,1,0,0,42,1,2,3,1,3,1,9.2,2,3,4086.857422
410001278,0,NA,1,0,0,49,1,4,2,1,3,2,6,2,1,3884.32373
410001280,0,NA,1,0,0,54,1,4,2,1,3,2,5.8,2,1,3281.13501
410001281,0,NA,1,0,0,36,1,3,3,1,2,2,6.8,2,3,6457.252441
410001284,0,NA,1,0,0,52,0,4,2,1,3,2,6,2,1,6260.895996
410001287,0,NA,1,0,0,41,1,4,2,1,3,3,10,3,3,4251.002441
410001288,0,NA,1,0,0,60,0,4,2,1,3,2,5,2,1,2724.277344
410001290,0,NA,1,0,0,39,0,4,3,1,2,3,10,3,2,9634.251953
410001291,0,NA,1,0,0,35,1,4,3,1,2,2,10,3,2,6455.487305
410001293,0,NA,1,0,0,49,1,4,2,1,3,2,5.2,3,1,3884.32373
410001294,0,NA,1,0,0,31,1,4,2,0,3,2,5.8,2,1,6455.487305
410001303,0,NA,1,0,0,59,1,4,2,1,3,3,10,3,2,3185.383545
410001304,0,NA,1,0,0,35,0,4,2,1,2,1,6.66404035591666,2,1,9628.957031
410001305,0,NA,1,0,0,56,0,3,3,0,3,1,6.6,3,3,3445.721191
410001307,0,NA,1,0,0,39,1,4,2,1,3,2,5.4,2,1,5099.084961
410001309,0,NA,1,0,0,49,1,3,2,1,4,1,6.4,3,1,4252.767578
410001312,0,NA,1,0,0,41,1,4,2,1,2,2,10,3,2,4251.002441
410001316,0,NA,1,0,0,55,0,3,2,1,3,2,5,2,1,3265.25
410001318,0,NA,1,0,0,40,0,4,2,0,3,1,6,3,3,6816.429688
410001319,0,NA,1,0,0,39,1,4,2,1,2,3,10,3,2,6457.252441
410001320,0,NA,1,0,0,61,0,4,2,1,2,2,3.6,2,1,3584.273682
410001321,0,NA,1,0,0,25,1,4,2,1,2,2,9,2,3,6206.181152
410001326,0,NA,1,0,0,44,0,2,3,1,2,1,5.2,3,3,6551.679688
410001328,0,NA,1,0,0,60,0,4,2,1,4,2,9.6,2,3,3442.632324
410001338,1,0.5,1,0,0,33,0,4,3,0,3,2,10,2,3,9628.957031
410001339,0,NA,1,0,0,50,0,4,2,1,3,3,5.2,2,2,6553.88623
410001340,0,NA,1,0,0,50,1,3,2,1,3,2,5.6,3,1,3884.32373
410001344,0,NA,1,0,0,62,0,4,2,1,2,2,6,2,1,2724.277344
410001346,0,NA,1,0,0,27,1,4,2,1,2,2,10,3,2,5924.663574
410001349,0,NA,1,0,0,20,0,4,2,1,3,2,8.4,2,3,6334.143555
410001367,0,NA,1,0,0,38,0,2,2,1,2,2,9.6,2,3,9267.573242
410001370,0,NA,1,0,0,47,0,4,2,1,3,2,6,2,1,6260.895996
410001371,0,NA,1,0,0,59,0,4,2,1,3,2,6,3,1,2724.277344
410001372,0,NA,1,0,0,58,1,3,2,1,2,1,10,3,3,3068.01123
410001377,0,NA,1,0,0,30,0,4,2,1,2,1,7.10260668188885,1,2,6734.79834
410001378,0,NA,1,0,0,49,0,3,2,0,1,1,10,3,3,6259.130859
410001380,0,NA,1,0,0,24,1,3,2,1,2,2,8.8,3,2,6217.653809
410001381,0,NA,1,0,0,36,0,4,2,1,3,2,3.6,2,1,8874.419922
410001383,0,NA,1,0,0,31,0,3,2,1,2,1,10,2,3,8870.006836
410001384,0,NA,1,0,0,49,1,4,2,1,3,2,9.8,3,1,3664.581055
410001385,0,NA,1,0,0,52,0,4,2,1,3,2,5.8,2,1,6260.895996
410001386,0,NA,1,0,0,34,1,3,2,1,2,2,9.2,3,2,5925.987305
410001392,0,NA,1,0,0,40,0,2,3,1,2,2,10,3,2,6551.679688
410001394,0,NA,1,0,0,52,1,4,2,1,2,2,10,3,3,3886.088623
410001414,0,NA,1,0,0,42,1,4,2,1,3,2,9,2,1,4085.092285
410001422,0,NA,1,0,0,37,0,4,2,1,4,2,9.8,2,3,9267.573242
410001431,0,NA,1,0,0,36,1,2,3,1,4,2,8.8,3,3,6206.181152
410001456,0,NA,1,0,0,42,0,3,2,1,1,1,10,2,2,5396.487305
410001460,0,NA,1,0,0,43,0,4,2,0,2,1,8.4,3,3,6816.429688
410001467,0,NA,1,0,0,26,1,2,3,0,3,2,10,3,3,5418.549805
410001471,0,NA,1,0,0,52,1,4,2,0,3,2,8.61235235044299,3,2,4252.767578
410001472,0,NA,1,0,0,39,0,4,2,0,3,1,4.8,2,2,8874.419922
410001476,0,NA,1,0,0,65,0,2,3,1,3,1,8.4,3,3,2166.97876
410001477,0,NA,1,0,0,27,0,3,3,1,2,2,9.2,3,3,8870.006836
410001482,0,NA,1,0,0,31,0,4,2,1,4,2,10,3,2,8153.41748
410001484,0,NA,1,0,0,40,0,3,2,1,4,2,1.2,3,3,6816.429688
410001485,0,NA,1,0,0,42,0,3,2,1,3,1,10,3,2,5728.307129
410001486,0,NA,1,0,0,60,0,4,3,1,1,3,10,3,2,3062.274902
410001488,0,NA,1,0,0,57,0,2,3,0,1,2,10,3,2,3265.25
410001491,0,NA,1,0,0,55,1,2,3,1,4,1,7.6,3,3,2009.452393
410001493,0,NA,1,0,0,56,1,4,2,1,3,3,7.8,3,2,2900.777344
410001495,0,NA,1,0,0,22,1,4,2,1,3,2,8.8,3,2,5685.505859
410001499,0,NA,1,0,0,58,1,3,2,0,2,1,10,3,2,3189.796143
410001502,0,NA,1,0,0,61,0,4,2,0,1,3,10,3,3,3265.25
410001505,0,NA,1,0,0,36,1,4,2,1,3,2,6.6,3,2,5925.987305
410001509,0,NA,1,0,0,59,1,3,2,0,1,2,7.6,3,3,2900.777344
410001512,0,NA,1,0,0,39,0,4,2,1,3,2,2.4,2,1,8874.419922
410001516,0,NA,1,0,0,51,1,4,2,1,3,1,7.4,3,2,3884.32373
410001521,0,NA,1,0,0,42,1,4,3,0,1,3,10,3,3,4252.767578
410001522,0,NA,1,0,0,38,0,4,2,1,2,2,10,3,3,8870.006836
410001527,0,NA,1,0,0,47,1,4,2,1,4,2,10,3,2,3664.581055
410001528,0,NA,1,0,0,43,1,4,2,1,4,2,10,3,2,4252.767578
410001529,0,NA,1,0,0,36,1,4,2,1,4,1,4.4,2,1,5925.987305
410001537,0,NA,1,0,0,29,0,2,3,0,3,1,3.6,3,2,8870.006836
410001550,1,0.4,1,0,0,38,1,4,2,1,4,1,8.4,2,2,6206.181152
410001551,0,NA,1,0,0,29,1,3,2,0,1,2,10,3,3,5924.663574
410001552,0,NA,1,0,0,58,0,4,2,0,4,2,10,3,1,3062.274902
410001553,0,NA,1,0,0,51,0,2,3,0,3,1,6,3,3,6259.130859
410001572,0,NA,1,0,0,36,1,4,2,0,3,1,7.39215992709802,3,3,6457.252441
410001574,0,NA,1,0,0,26,1,4,2,1,2,1,6.33333333333333,3,3,6457.252441
410001576,0,NA,1,0,0,34,1,3,2,1,2,2,9,3,3,5925.987305
410001580,0,NA,1,0,0,30,0,4,2,0,2,1,5.8,2,1,9267.573242
410001583,0,NA,1,0,0,55,1,3,3,1,3,2,10,3,2,3189.796143
410001585,0,NA,1,0,0,51,1,3,2,1,4,2,9,3,3,4252.767578
410001600,0,NA,1,0,0,59,1,4,2,0,1,2,9,3,2,3068.01123
410001601,0,NA,1,0,0,35,0,3,3,1,1,2,10,3,2,9261.836914
410001603,0,NA,1,0,0,33,1,2,3,0,1,2,10,3,3,6455.487305
410001607,0,NA,1,0,0,54,1,4,2,1,2,2,8.8,3,1,4085.092285
410001610,0,NA,1,0,0,36,0,4,2,0,2,2,10,3,3,8870.006836
410001611,0,NA,1,0,0,55,0,4,2,1,3,2,6,2,1,2724.277344
410001612,0,NA,1,0,0,55,1,3,3,1,3,2,10,3,3,3068.01123
410001614,0,NA,1,0,0,43,1,3,3,0,3,2,10,3,3,3884.32373
410001617,0,NA,1,0,0,47,1,3,2,1,1,2,10,3,2,3886.088623
410001619,0,NA,1,0,0,59,1,4,2,1,2,2,5,2,1,2399.517334
410001622,0,NA,1,0,0,47,1,4,2,1,3,2,10,2,3,4086.857422
410001624,0,NA,1,0,0,49,0,4,2,1,3,2,5,2,1,5396.487305
410001627,0,NA,1,0,0,63,1,4,1,1,1,1,10,3,2,2900.777344
410001629,0,NA,1,0,0,53,1,3,2,1,3,2,6,2,1,3281.13501
410001630,0,NA,1,0,0,53,1,4,2,0,4,2,10,3,2,3884.32373
410001631,0,NA,1,0,0,60,1,4,2,1,3,2,6.2,2,1,2405.694824
410001633,0,NA,1,0,0,49,1,4,2,1,1,2,8.8,3,3,3884.32373
410001643,0,NA,1,0,0,36,1,2,3,0,1,1,10,3,3,5925.987305
410001644,0,NA,1,0,0,53,1,4,2,1,2,2,10,3,2,4086.857422
410001646,0,NA,1,0,0,47,1,3,3,0,3,1,6.6,3,3,3664.581055
410001649,0,NA,1,0,0,45,1,3,2,1,3,2,5.8,2,1,3281.13501
410001652,0,NA,1,0,0,29,0,2,3,0,1,1,10,3,3,8874.419922
410001657,0,NA,1,0,0,23,0,2,3,0,3,2,10,3,3,5751.252441
410001658,0,NA,1,0,0,54,1,4,2,0,2,2,10,3,3,3886.088623
410001659,0,NA,1,0,0,22,1,4,3,1,2,2,8,2,2,4628.712402
410001667,0,NA,1,0,0,29,0,4,2,0,1,2,8.6,3,3,8874.419922
410001671,0,NA,1,0,0,53,1,3,2,1,3,2,5.4,3,1,3886.088623
410001681,0,NA,1,0,0,22,1,4,2,1,2,1,9.4,3,3,6772.304688
410001682,0,NA,1,0,0,42,0,2,3,1,3,2,6,3,3,6818.63623
410001687,0,NA,1,0,0,23,0,4,3,1,1,3,10,3,3,6589.627441
410001690,0,NA,1,0,0,51,0,4,2,0,3,1,7.72352105164456,3,2,6818.63623
410001691,0,NA,1,0,0,62,0,4,2,1,3,2,6,2,1,3268.780029
410001692,0,NA,1,0,0,50,1,4,2,1,1,3,10,3,3,4251.002441
410001702,0,NA,1,0,0,39,1,3,2,1,2,2,10,3,2,6206.181152
410001707,0,NA,1,0,0,55,1,2,3,1,2,2,10,3,3,3064.039795
410001708,0,NA,1,0,0,41,1,3,2,1,2,2,10,3,2,4085.092285
410001709,0,NA,1,0,0,40,0,3,3,1,1,2,10,3,3,6553.88623
410001716,0,NA,1,0,0,57,1,4,2,1,2,2,5.2,3,3,2009.452393
410001721,0,NA,1,0,0,39,0,3,2,1,2,2,5.6,3,3,6734.79834
410001722,0,NA,1,0,0,27,1,3,3,1,3,2,6.8,3,3,4410.293457
420000017,0,NA,1,0,0,49,0,4,2,1,3,1,5.8,3,2,1771.303101
420000018,0,NA,1,0,0,29,0,4,2,1,2,1,3,2,3,2269.010254
420000024,0,NA,1,0,0,39,1,3,3,1,3,1,8.4,3,3,1859.288818
420000026,0,NA,1,0,0,40,1,3,2,1,2,2,7.4,3,3,1608.327759
420000027,0,NA,1,0,0,49,1,4,1,0,3,2,10,3,3,1608.327759
420000028,0,NA,1,0,0,33,0,3,2,1,3,2,10,3,2,2241.437744
420000043,0,NA,1,0,0,44,1,3,3,1,3,1,10,3,3,1516.829834
420000044,0,NA,1,0,0,33,0,2,3,1,3,2,7.5,3,3,2121.313721
420000065,1,0.4,1,0,0,43,0,4,3,1,3,1,6.4,2,2,1651.003418
420000072,0,NA,1,0,0,53,1,3,2,0,3,2,10,2,3,1644.154297
420000073,0,NA,1,0,0,42,0,2,3,0,3,2,10,3,3,1786.93335
420000074,0,NA,1,0,0,36,0,3,3,0,1,2,10,3,3,2287.450195
420000080,0,NA,1,0,0,62,1,3,2,1,3,2,10,3,2,1079.71167
420000086,0,NA,1,0,0,47,1,3,2,0,1,3,10,1,3,1617.108765
420000090,0,NA,1,0,0,33,1,3,2,1,3,2,6,1,3,1866.840454
420000095,0,NA,1,0,0,25,1,4,3,1,2,2,7.6,3,3,1882.64624
420000098,0,NA,1,0,0,56,0,3,3,0,3,2,9.8,3,3,1425.156128
420000106,0,NA,1,0,0,49,0,4,2,0,4,1,8.4,3,3,1771.303101
420000118,1,0.2,1,0,0,43,1,2,3,1,3,1,6,3,3,1644.154297
420000123,0,NA,1,0,0,26,0,3,3,0,2,2,6.8,2,3,2241.437744
420000124,0,NA,1,0,0,30,1,3,3,0,3,1,5.8,3,3,1859.288818
420000126,0,NA,1,0,0,60,0,2,3,1,2,1,10,3,3,1425.156128
420000141,0,NA,1,0,0,37,0,4,2,0,2,1,7.4,3,3,2503.111572
420000157,0,NA,1,0,0,26,1,2,3,1,3,2,2.8,3,3,1577.769897
420000185,0,NA,1,0,0,62,0,3,2,0,3,2,10,3,3,1538.079834
420000192,0,NA,1,0,0,43,1,4,2,0,2,1,6,3,3,1881.768066
420000195,0,NA,1,0,0,39,1,4,2,0,4,2,8,2,3,2165.921143
420000198,0,NA,1,0,0,54,1,4,2,1,3,1,6.4,1,3,1644.154297
420000200,0,NA,1,0,0,50,0,4,2,1,3,1,10,3,2,1786.93335
420000201,0,NA,1,0,0,19,1,4,2,1,3,1,8.2,3,2,1705.621338
420000202,0,NA,1,0,0,46,1,4,2,1,3,2,9,3,3,1644.154297
420000203,0,NA,1,0,0,45,1,4,2,0,3,2,7.6,3,1,1644.154297
420000205,0,NA,1,0,0,53,1,3,2,0,3,2,10,2,1,1644.154297
420000215,0,NA,1,0,0,58,1,3,2,1,2,2,10,3,2,1079.71167
420000220,0,NA,1,0,0,65,0,3,3,1,2,1,6.4,2,3,1287.821289
420000230,1,NA,1,0,0,53,1,4,3,1,3,2,4.6,3,3,1749.175049
420000235,0,NA,1,0,0,22,0,3,2,1,1,1,10,2,3,2048.958252
420000252,0,NA,1,0,0,54,1,2,3,1,3,2,10,3,3,2060.900391
420000268,0,NA,1,0,0,29,1,3,3,0,4,3,10,3,3,3305.34375
420000270,0,NA,1,0,0,48,0,3,2,1,3,1,6,3,2,1748.823853
420000274,0,NA,1,0,0,29,1,4,2,0,1,1,6,2,2,1859.288818
420000275,0,NA,1,0,0,38,0,4,2,1,2,1,6,2,3,2241.437744
420000280,0,NA,1,0,0,45,0,4,2,1,1,2,9,2,2,1748.823853
