"uniqid","ew","y","east","nw","south","age","female","occupation","form_educ","pmi","det_risk","sanct","tax_mor","fin_diff","resp_coop","w1","wex"
130001916,0,NA,0,0,1,25,0,4,3,1,3,2,1,2,2,1.2092,10409.855469
130001930,0,NA,0,0,1,38,1,3,3,1,3,2,3,1,2,0.9551,8222.339844
130001941,0,NA,0,0,1,41,0,4,2,1,1,1,1.54155978297777,2,2,1.3183,11349.083984
130001943,0,NA,0,0,1,44,0,4,1,1,3,1,1,1,2,1.3183,11349.083984
130001946,0,NA,0,0,1,49,0,4,2,1,3,1,1,2,2,1.3183,11349.083984
130001949,0,NA,0,0,1,44,1,4,1,1,4,2,1,1,2,1.029,8858.536133
130001952,0,NA,0,0,1,37,0,3,2,1,2,1,4.2,3,1,1.1688,10062.056641
130001964,0,NA,0,0,1,24,1,4,2,1,3,2,3.4,2,1,1.3249,11405.90332
130001968,0,NA,0,0,1,39,0,3,3,1,1,1,5.4,2,2,1.1688,10062.056641
130001971,0,NA,0,0,1,45,1,3,3,1,2,2,4.2,2,2,1.029,8858.536133
130001993,0,NA,0,0,1,39,0,3,3,1,2,1,4,2,1,1.1688,10062.056641
130001995,0,NA,0,0,1,58,1,4,1,1,2,1,3.4,3,2,0.6913,5951.317871
130001999,0,NA,0,0,1,49,0,3,2,1,3,1,2.4,3,2,1.4131,12165.206055
130002002,0,NA,0,0,1,73,1,4,1,1,2,2,3,3,3,0.9667,8322.203125
130002003,0,NA,0,0,1,59,0,3,2,1,3,2,1,2,2,1.1292,9721.145508
130002005,0,NA,0,0,1,48,1,3,2,1,4,2,1,3,2,1.029,8858.536133
130002019,0,NA,0,0,1,40,0,3,2,1,3,2,2,3,2,1.3183,11349.083984
130002046,0,NA,0,0,1,55,0,4,2,1,3,2,3,2,3,1.0529,9064.288086
130002058,0,NA,0,0,1,44,0,3,2,1,3,2,1,3,3,1.3183,11349.083984
130002061,0,NA,0,0,1,34,1,3,3,1,2,1,5,3,2,0.9229,7945.133789
130002072,0,NA,0,0,1,35,0,2,3,1,3,2,2,3,2,1.1688,10062.056641
130002080,0,NA,0,0,1,39,1,3,1,1,1,1,2,2,2,0.9899,8521.928711
130002082,0,NA,0,0,1,55,0,4,1,1,1,2,2,2,2,1.1283,9713.397461
130002084,0,NA,0,0,1,39,1,4,1,1,1,1,2,2,2,0.9899,8521.928711
130002087,0,NA,0,0,1,35,1,4,2,1,1,3,2,2,2,0.9899,8521.928711
130002088,0,NA,0,0,1,62,1,4,1,1,1,3,2,1,2,0.6932,5967.674316
130002090,0,NA,0,0,1,41,0,4,1,1,1,1,1,2,2,1.4107,12144.544922
130002092,0,NA,0,0,1,55,1,4,1,1,1,3,2,2,2,0.6932,5967.674316
130002093,0,NA,0,0,1,37,0,4,1,1,1,1,1,2,2,1.2517,10775.733398
130002094,0,NA,0,0,1,35,1,4,1,1,1,1,2,2,2,0.9547,8218.896484
130002097,0,NA,0,0,1,35,1,4,2,1,1,1,2,2,2,0.9547,8218.896484
130002100,0,NA,0,0,1,40,1,4,2,1,1,3,1,2,2,1.1029,9494.732422
130002101,0,NA,0,0,1,39,0,4,1,1,1,3,1,2,2,1.2517,10775.733398
130002105,0,NA,0,0,1,35,1,4,2,1,1,3,2,2,2,0.9899,8521.928711
130002107,0,NA,0,0,1,61,1,3,2,1,1,1,1.4,3,2,0.6849,5896.220703
130002109,0,NA,0,0,1,58,1,3,2,1,1,3,1,2,2,0.6849,5896.220703
130002110,0,NA,0,0,1,57,0,4,1,1,1,1,1.2,2,2,1.1171,9616.978516
130002113,0,NA,0,0,1,59,1,4,1,1,4,1,2.6,2,2,0.6932,5967.674316
130002115,0,NA,0,0,1,31,1,2,3,1,2,1,1.6,2,2,0.9899,8521.928711
130002117,0,NA,0,0,1,53,1,4,1,1,2,1,1.8,2,2,1.1029,9494.732422
130002120,0,NA,0,0,1,56,1,4,1,1,3,2,3.8,2,3,0.6932,5967.674316
130002122,0,NA,0,0,1,26,1,4,2,1,2,1,3.8,2,2,0.9899,8521.928711
130002124,0,NA,0,0,1,58,1,3,3,1,3,1,2,2,2,0.6662,5735.234863
130002126,0,NA,0,0,1,40,1,4,1,1,3,1,1.8,1,2,1.0646,9165.011719
130002127,0,NA,0,0,1,39,0,4,2,1,3,1,2.2,2,2,1.2093,10410.716797
130002132,0,NA,0,0,1,38,1,4,2,1,3,1,1.2,2,2,0.9899,8521.928711
130002139,0,NA,0,0,1,60,1,4,1,1,2,1,4.8,2,2,0.6849,5896.220703
130002143,0,NA,0,0,1,36,0,3,2,1,3,1,3,2,2,1.2397,10672.426758
130002145,0,NA,0,0,1,22,1,4,3,1,2,1,7,3,1,1.4047,12092.891602
130002151,0,NA,0,0,1,45,1,4,2,1,3,2,1,3,1,1.0919,9400.03418
130002156,0,NA,0,0,1,48,0,2,3,1,2,1,1,3,2,1.3183,11349.083984
130002160,0,NA,0,0,1,35,1,4,1,1,3,1,1,2,3,0.9229,7945.133789
130002168,0,NA,0,0,1,40,0,2,3,0,2,1,5,3,2,1.4131,12165.206055
130002176,0,NA,0,0,1,43,0,4,3,0,1,1,6,3,2,1.4131,12165.206055
130002182,0,NA,0,0,1,48,0,3,2,1,2,1,6.8,3,2,1.4131,12165.206055
130002185,0,NA,0,0,1,58,1,4,2,1,2,1,5,3,2,0.6913,5951.317871
130002196,0,NA,0,0,1,27,1,2,3,1,2,1,6,3,2,0.99,8522.790039
130002210,0,NA,0,0,1,28,0,2,3,1,2,2,3.4,3,2,1.1688,10062.056641
130002219,0,NA,0,0,1,39,0,2,3,1,1,1,1.2,3,1,1.1688,10062.056641
130002224,0,NA,0,0,1,42,0,2,3,1,2,2,2.4,3,1,1.3183,11349.083984
130002229,0,NA,0,0,1,35,1,4,2,1,3,2,3,1,1,0.9229,7945.133789
130002231,0,NA,0,0,1,50,0,2,2,1,2,2,1.8,3,3,1.3306,11454.973633
130002244,0,NA,0,0,1,61,0,4,1,1,1,2,3.4,2,3,1.0635,9155.541992
130002251,0,NA,0,0,1,48,1,4,2,1,2,1,1,1,2,1.0033,8637.288086
130002259,0,NA,0,0,1,39,0,3,3,1,3,2,1.4,2,2,1.1401,9814.982422
130002264,0,NA,0,0,1,42,1,4,2,1,2,1,2.4,2,2,1.0033,8637.288086
130002276,0,NA,0,0,1,45,0,4,3,1,4,2,1,2,2,1.3978,12033.490234
130002280,0,NA,0,0,1,50,1,4,1,0,1,2,1,3,2,1.0919,9400.03418
130002282,0,NA,0,0,1,53,0,3,2,1,2,2,1,3,2,1.3978,12033.490234
130002283,0,NA,0,0,1,40,1,3,2,1,2,1,1,2,2,1.0919,9400.03418
130002286,0,NA,0,0,1,50,1,4,1,0,2,1,1,2,2,1.0919,9400.03418
130002290,0,NA,0,0,1,49,0,4,1,1,1,1,1,3,2,1.3978,12033.490234
130002324,0,NA,0,0,1,36,0,4,2,1,2,2,1,2,2,1.2397,10672.426758
130002333,0,NA,0,0,1,30,0,4,2,0,2,2,1,3,2,1.2397,10672.426758
130002334,0,NA,0,0,1,55,1,3,2,1,3,2,1,3,2,0.6849,5896.220703
130002360,0,NA,0,0,1,48,0,3,3,1,3,2,1,2,2,1.3183,11349.083984
130002364,0,NA,0,0,1,30,1,2,3,1,3,2,2,2,2,0.9229,7945.133789
130002367,1,0.1,0,0,1,46,1,3,3,1,4,2,2.2,2,2,1.029,8858.536133
130002405,1,NA,0,0,1,48,0,4,1,1,4,2,7.6,1,3,1.3183,11349.083984
130002408,0,NA,0,0,1,35,1,2,3,1,3,2,1,3,2,0.9229,7945.133789
130002424,0,NA,0,0,1,62,1,2,3,1,3,2,1,3,3,0.6451,5553.587402
130002431,0,NA,0,0,1,36,1,3,1,1,2,2,1,2,2,0.9229,7945.133789
130002442,0,NA,0,0,1,38,0,4,2,1,2,2,1,2,2,1.171,10080.99707
130002447,0,NA,0,0,1,48,0,4,2,1,2,2,1,2,2,1.3209,11371.467773
130002450,0,NA,0,0,1,34,1,4,2,1,2,2,1,2,2,0.9247,7960.629883
130002459,0,NA,0,0,1,35,0,3,2,1,2,2,5.2,2,2,1.1688,10062.056641
130002462,0,NA,0,0,1,45,1,3,2,1,2,1,1.6,3,1,1.029,8858.536133
130002468,0,NA,0,0,1,60,1,3,2,1,2,1,3.4,2,1,0.6451,5553.587402
130002471,0,NA,0,0,1,33,1,3,2,1,2,2,1.6,2,2,0.9229,7945.133789
130002475,0,NA,0,0,1,47,0,4,2,1,2,1,3.6,2,2,1.3183,11349.083984
130002478,1,0.15,0,0,1,52,1,4,2,1,2,2,2.6,1,2,1.029,8858.536133
130002481,0,NA,0,0,1,23,1,4,3,1,3,2,2,3,1,1.4047,12092.891602
130002482,0,NA,0,0,1,21,0,4,2,1,3,1,5,3,1,1.3152,11322.396484
130002497,0,NA,0,0,1,51,1,4,1,1,3,2,1,3,2,1.0646,9165.011719
130002507,0,NA,0,0,1,30,1,4,3,1,3,2,5,2,2,0.9547,8218.896484
130002513,0,NA,0,0,1,48,1,4,2,1,2,1,3.8,3,2,1.0646,9165.011719
130002514,0,NA,0,0,1,65,1,4,1,1,2,2,3,3,2,0.9323,8026.057129
130002519,0,NA,0,0,1,54,1,4,1,1,3,2,2,3,1,1.0646,9165.011719
130002520,0,NA,0,0,1,63,1,4,1,1,4,3,1,2,2,0.6662,5735.234863
130002521,0,NA,0,0,1,31,0,4,2,1,2,1,4,3,1,1.2093,10410.716797
130002523,0,NA,0,0,1,50,1,2,3,1,3,1,3,3,1,1.0646,9165.011719
130002530,0,NA,0,0,1,25,1,4,2,1,2,2,2.6,3,1,0.9796,8433.256836
130002535,0,NA,0,0,1,44,0,4,2,1,2,2,1.8,3,2,1.3978,12033.490234
130002536,0,NA,0,0,1,32,0,3,2,1,2,1,1.6,3,2,1.2397,10672.426758
130002543,0,NA,0,0,1,45,0,3,2,1,2,1,2,3,1,1.3639,11741.649414
130002544,0,NA,0,0,1,34,1,4,1,1,2,2,1.8,3,2,0.9547,8218.896484
130002549,0,NA,0,0,1,31,1,4,2,1,2,2,1.2,3,2,0.9547,8218.896484
130002556,0,NA,0,0,1,27,0,4,3,1,2,1,1.4,3,1,1.2093,10410.716797
130002559,0,NA,0,0,1,49,1,4,1,1,3,2,4.2,2,2,1.0646,9165.011719
130002561,0,NA,0,0,1,45,0,4,2,1,2,1,1.2,3,1,1.3639,11741.649414
130002565,0,NA,0,0,1,38,0,2,2,1,2,1,1.8,3,1,1.2093,10410.716797
130002566,0,NA,0,0,1,62,1,4,1,1,2,1,1.4,3,2,0.6662,5735.234863
130002567,0,NA,0,0,1,37,1,3,2,1,2,2,1.8,3,2,0.9547,8218.896484
130002574,0,NA,0,0,1,44,1,4,2,1,2,1,1.4,3,1,1.0646,9165.011719
130002582,0,NA,0,0,1,29,0,4,2,1,2,2,1.6,2,2,1.2093,10410.716797
130002584,0,NA,0,0,1,37,0,3,3,1,2,2,1.8,3,2,1.2517,10775.733398
130002586,0,NA,0,0,1,33,0,3,3,1,2,2,1,3,2,1.2517,10775.733398
130002590,0,NA,0,0,1,29,1,4,1,1,1,2,2,2,2,0.9899,8521.928711
130002613,0,NA,0,0,1,35,0,2,3,1,2,2,1.4,3,2,1.1688,10062.056641
130002618,0,NA,0,0,1,48,1,3,2,1,3,1,4,3,2,1.029,8858.536133
130002638,0,NA,0,0,1,27,1,2,3,1,3,3,1.6,3,2,0.9229,7945.133789
130002655,0,NA,0,0,1,38,1,3,2,1,2,2,1,3,2,0.9229,7945.133789
130002657,0,NA,0,0,1,50,1,3,2,1,3,2,2,3,2,1.029,8858.536133
130002693,0,NA,0,0,1,57,1,4,2,1,2,2,1,3,2,0.6451,5553.587402
130002694,0,NA,0,0,1,45,1,2,2,0,1,2,1,3,2,1.029,8858.536133
130002696,0,NA,0,0,1,47,0,3,2,0,2,1,5,3,2,1.3183,11349.083984
130002697,1,0.2,0,0,1,51,0,4,1,1,2,1,5,2,3,1.3183,11349.083984
130002729,0,NA,0,0,1,50,0,3,1,1,3,2,2.6,1,2,1.3181,11347.362305
130002734,0,NA,0,0,1,42,1,4,1,1,3,2,2.6,1,2,1.0276,8846.483398
130002741,0,NA,0,0,1,27,0,4,1,1,3,2,2.2,1,2,1.168,10055.169922
130002747,0,NA,0,0,1,35,1,2,3,0,3,2,2.8,2,2,0.9209,7927.916016
130002761,0,NA,0,0,1,43,0,3,2,1,3,2,2.4,1,2,1.3181,11347.362305
130002771,0,NA,0,0,1,57,0,2,2,0,2,2,1,3,2,1.0529,9064.288086
140000002,0,NA,0,1,0,44,1,2,3,0,3,2,1.6,3,1,0.5217,4208.800781
140000003,0,NA,0,1,0,70,1,3,3,0,3,2,1.4,3,1,0.3368,2717.124756
140000004,0,NA,0,1,0,36,0,2,3,1,3,1,2,3,1,0.5205,4199.119629
140000006,0,NA,0,1,0,45,0,2,3,1,3,2,3.4,3,1,0.5634,4545.214355
140000008,0,NA,0,1,0,41,0,2,3,0,3,2,2.4,3,1,0.5634,4545.214355
140000015,0,NA,0,1,0,37,0,2,3,1,3,2,1.2,3,1,0.5205,4199.119629
140000017,0,NA,0,1,0,26,0,2,3,1,4,2,1.8,3,1,0.5205,4199.119629
140000018,0,NA,0,1,0,47,0,3,3,1,3,2,1.8,2,2,0.5634,4545.214355
140000031,0,NA,0,1,0,57,1,2,3,1,3,2,1,3,1,0.5,4033.736328
140000047,0,NA,0,1,0,38,0,2,3,0,3,1,1.4,3,2,0.5205,4199.119629
140000051,0,NA,0,1,0,60,0,2,3,0,3,3,1,3,1,0.3368,2717.124756
140000056,0,NA,0,1,0,54,0,2,3,1,3,2,4.8,3,1,0.5634,4545.214355
140000057,0,NA,0,1,0,49,0,2,3,0,3,2,1.6,3,1,0.5634,4545.214355
140000064,0,NA,0,1,0,57,1,4,3,0,3,2,1.2,3,1,0.5,4033.736328
140000073,0,NA,0,1,0,34,1,2,3,0,3,2,1,3,1,0.8829,7122.771973
140000077,0,NA,0,1,0,36,1,2,3,1,2,2,2.4,1,1,0.8829,7122.771973
140000086,0,NA,0,1,0,62,0,4,2,0,3,1,3,3,1,0.3368,2717.124756
140000090,0,NA,0,1,0,57,1,2,3,1,2,1,1.8,3,1,0.5,4033.736328
140000093,0,NA,0,1,0,33,1,3,3,0,4,1,7,3,1,0.8829,7122.771973
140000094,0,NA,0,1,0,40,1,2,3,0,3,1,1.2,3,1,0.5217,4208.800781
140000100,0,NA,0,1,0,37,1,4,3,0,4,2,2.2,3,1,0.8829,7122.771973
140000102,0,NA,0,1,0,51,0,2,2,1,3,2,1.8,3,2,0.5634,4545.214355
140000103,0,NA,0,1,0,38,0,2,3,0,4,2,1.4,3,1,0.5205,4199.119629
140000104,0,NA,0,1,0,46,0,4,2,0,4,2,1.4,3,1,0.5634,4545.214355
140000109,0,NA,0,1,0,54,1,2,3,0,3,2,1.4,3,1,0.5217,4208.800781
140000118,0,NA,0,1,0,39,0,3,2,1,3,2,2.2,3,1,0.5205,4199.119629
140000119,0,NA,0,1,0,53,1,2,3,0,3,2,6.8,3,1,0.5217,4208.800781
140000120,0,NA,0,1,0,29,0,4,3,0,3,2,2.8,3,1,0.5205,4199.119629
140000122,0,NA,0,1,0,25,1,2,3,1,2,1,2.8,3,1,0.8829,7122.771973
140000123,0,NA,0,1,0,58,1,2,3,0,3,1,1,3,1,0.5,4033.736328
140000127,0,NA,0,1,0,34,1,2,3,0,3,1,3.8,2,1,0.8829,7122.771973
140000130,0,NA,0,1,0,28,0,2,3,0,3,3,3.2,3,1,0.5205,4199.119629
140000187,0,NA,0,1,0,47,1,2,3,0,3,1,1.4,3,1,1.2781,10311.037109
140000188,0,NA,0,1,0,27,1,4,2,0,2,2,1,3,1,2.0885,16848.917969
140000189,0,NA,0,1,0,31,0,2,3,1,3,2,1.8,3,1,1.2772,10303.776367
140000190,0,NA,0,1,0,57,0,2,3,0,2,2,2.2,3,1,0.8417,6790.39209
140000191,0,NA,0,1,0,63,1,4,3,0,3,2,1,3,1,1.2287,9912.503906
140000193,0,NA,0,1,0,58,1,2,3,0,3,2,2.4,3,1,1.2287,9912.503906
140000198,0,NA,0,1,0,37,0,2,3,0,3,2,1.4,3,1,1.2772,10303.776367
140000200,0,NA,0,1,0,57,1,2,3,0,3,1,1,3,1,1.2287,9912.503906
140000202,0,NA,0,1,0,50,1,3,2,0,3,2,1,3,1,1.2781,10311.037109
140000205,0,NA,0,1,0,35,1,4,3,0,3,2,3.4,3,1,2.0885,16848.917969
140000207,0,NA,0,1,0,62,1,3,3,0,2,2,1.2,3,1,0.9632,7770.589844
140000211,0,NA,0,1,0,59,1,2,3,0,4,1,1,3,1,0.9632,7770.589844
140000213,0,NA,0,1,0,28,1,3,3,0,3,2,1.2,3,1,1.6567,13365.381836
140000215,0,NA,0,1,0,28,1,2,3,0,3,2,2.2,3,1,1.6567,13365.381836
140000218,0,NA,0,1,0,50,1,2,3,0,2,2,1.2,3,1,1.0026,8088.448242
140000269,0,NA,0,1,0,58,0,3,3,0,4,2,2.2,3,1,0.6487,5233.369629
140000273,0,NA,0,1,0,53,1,4,3,0,3,2,1,3,1,1.0026,8088.448242
140000279,0,NA,0,1,0,49,1,2,3,1,4,3,3.8,3,1,1.0026,8088.448242
140000282,0,NA,0,1,0,49,1,2,3,0,3,2,2.2,3,1,1.0026,8088.448242
140000288,0,NA,0,1,0,50,1,2,3,0,4,2,2,3,1,1.0026,8088.448242
140000291,0,NA,0,1,0,34,1,2,3,0,4,2,2,3,1,1.6567,13365.381836
140000294,0,NA,0,1,0,53,0,2,3,0,3,2,2.6,3,1,1.0781,8697.541992
140000299,0,NA,0,1,0,43,1,3,3,0,2,2,2.4,3,1,1.0026,8088.448242
140000302,0,NA,0,1,0,32,0,2,3,0,3,1,2,3,1,1.0016,8080.380859
140000303,0,NA,0,1,0,63,0,2,3,0,3,2,1.8,3,1,0.6487,5233.369629
140000305,0,NA,0,1,0,52,1,2,3,1,3,2,2.2,3,1,1.0026,8088.448242
140000307,0,NA,0,1,0,42,0,3,3,0,2,2,2,3,1,1.0781,8697.541992
140000309,0,NA,0,1,0,55,1,2,3,0,3,1,1,3,1,0.9632,7770.589844
140000316,0,NA,0,1,0,51,1,3,3,1,3,2,1,3,1,1.0026,8088.448242
140000324,0,NA,0,1,0,56,0,2,3,0,3,2,1.8,3,1,0.6487,5233.369629
140000325,0,NA,0,1,0,29,0,2,3,0,3,2,1.8,3,1,1.0016,8080.380859
140000332,0,NA,0,1,0,26,0,3,3,0,3,2,1,3,1,1.0016,8080.380859
140000336,0,NA,0,1,0,57,0,2,3,0,1,1,1,3,1,0.6487,5233.369629
140000337,0,NA,0,1,0,51,1,3,3,0,4,3,2.6,3,1,1.0026,8088.448242
140000340,0,NA,0,1,0,34,1,2,3,0,3,2,3.4,3,1,1.6567,13365.381836
140000341,0,NA,0,1,0,54,1,2,3,1,3,2,1,3,1,1.0026,8088.448242
140000342,0,NA,0,1,0,59,0,4,3,1,3,3,1,3,1,0.6487,5233.369629
140000347,0,NA,0,1,0,58,1,2,3,0,3,2,1.4,3,1,0.9632,7770.589844
140000348,0,NA,0,1,0,47,0,4,3,0,3,2,2,3,1,1.0781,8697.541992
140000360,0,NA,0,1,0,54,1,4,3,0,3,2,2,3,1,1.0026,8088.448242
140000362,0,NA,0,1,0,61,0,3,2,0,2,2,1,3,1,0.6487,5233.369629
140000367,0,NA,0,1,0,31,1,3,3,0,2,2,1,3,1,1.6567,13365.381836
140000371,0,NA,0,1,0,71,1,2,3,0,3,2,1,3,1,0.427,3444.810791
140000372,0,NA,0,1,0,59,0,3,3,0,4,2,1,3,1,0.6487,5233.369629
140000374,0,NA,0,1,0,43,0,3,3,0,4,2,3.6,3,1,1.0781,8697.541992
140000377,0,NA,0,1,0,21,0,3,2,1,4,2,2.2,3,1,3.062,24702.601562
140000378,0,NA,0,1,0,45,0,4,3,1,3,2,4.6,3,1,1.0781,8697.541992
140000387,0,NA,0,1,0,38,0,4,1,1,4,2,4,3,1,1.0016,8080.380859
140000399,0,NA,0,1,0,54,1,3,3,1,3,2,1.8,3,1,1.0026,8088.448242
140000403,0,NA,0,1,0,45,1,2,3,1,3,2,2.6,3,1,1.0026,8088.448242
140000407,0,NA,0,1,0,23,0,3,2,1,3,2,2.4,3,1,3.062,24702.601562
140000411,0,NA,0,1,0,56,0,2,2,1,3,2,1,3,1,0.6487,5233.369629
140000412,0,NA,0,1,0,62,1,4,3,0,4,2,1,3,1,0.9632,7770.589844
140000415,0,NA,0,1,0,37,0,4,3,0,3,1,1.2,2,1,1.0016,8080.380859
140000416,0,NA,0,1,0,46,0,2,3,0,4,2,4.2,3,1,1.0781,8697.541992
140000418,0,NA,0,1,0,65,0,2,3,0,3,2,1,3,1,0.3368,2717.124756
140000421,0,NA,0,1,0,41,1,2,3,0,3,2,1.6,3,1,1.0026,8088.448242
140000427,0,NA,0,1,0,44,1,3,3,0,2,2,3.2,3,1,1.0026,8088.448242
140000430,0,NA,0,1,0,37,0,2,3,0,3,2,3.2,3,1,1.0016,8080.380859
140000432,0,NA,0,1,0,54,1,3,3,0,3,2,1.8,3,1,1.0026,8088.448242
140000439,0,NA,0,1,0,61,0,4,2,0,3,2,1,3,1,0.6487,5233.369629
140000452,0,NA,0,1,0,39,1,2,3,0,2,3,1,3,1,1.6567,13365.381836
140000461,0,NA,0,1,0,62,1,3,3,0,3,2,1,3,1,0.9632,7770.589844
140000463,0,NA,0,1,0,29,1,2,3,0,3,2,1.6,3,1,1.6567,13365.381836
140000466,0,NA,0,1,0,62,1,3,3,0,3,2,1,3,1,0.9632,7770.589844
140000467,0,NA,0,1,0,30,0,3,2,0,3,2,4.8,3,1,1.0016,8080.380859
140000472,0,NA,0,1,0,39,1,3,2,1,3,2,1.6,3,1,1.6567,13365.381836
140000477,0,NA,0,1,0,26,0,3,3,1,3,2,4.4,3,1,1.0016,8080.380859
140000478,0,NA,0,1,0,49,1,4,3,1,3,2,1.2,3,1,1.0026,8088.448242
140000482,0,NA,0,1,0,27,1,4,3,0,3,2,4.4,3,1,1.6567,13365.381836
140000504,0,NA,0,1,0,57,0,3,3,0,3,1,4.4,3,1,0.6487,5233.369629
140000522,0,NA,0,1,0,43,0,3,3,0,3,2,1.4,3,1,2.5175,20309.863281
140000524,0,NA,0,1,0,29,1,3,3,0,3,2,2,3,1,3.062,24702.601562
140000531,0,NA,0,1,0,48,0,2,3,0,2,2,1.8,3,1,2.5175,20309.863281
140000533,0,NA,0,1,0,73,0,2,3,0,3,2,1.8,3,1,0.6011,4849.35791
140000538,0,NA,0,1,0,49,1,2,3,0,3,2,1.6,3,1,2.3559,19006.160156
140000540,0,NA,0,1,0,38,0,2,3,0,3,2,3.2,3,2,2.3568,19013.419922
140000543,0,NA,0,1,0,64,1,3,3,1,4,2,1,3,1,2.2694,18308.322266
140000563,0,NA,0,1,0,37,0,4,3,1,3,2,1,3,1,1.0016,8080.380859
140000565,0,NA,0,1,0,28,0,3,3,0,4,2,1.8,3,1,1.0016,8080.380859
140000570,0,NA,0,1,0,32,0,2,3,1,4,3,1.8,3,1,1.0016,8080.380859
140000571,1,0.15,0,1,0,23,0,4,2,1,2,1,6,3,1,3.062,24702.601562
140000573,0,NA,0,1,0,40,1,3,3,1,3,2,1.4,3,1,1.0026,8088.448242
140000575,0,NA,0,1,0,35,1,3,3,0,4,2,2.8,3,1,0.9464,7635.056152
140000589,0,NA,0,1,0,59,0,3,3,1,4,2,1,3,1,0.3579,2887.348633
140000593,0,NA,0,1,0,56,0,4,2,0,3,2,1,3,1,0.3579,2887.348633
140000594,0,NA,0,1,0,49,1,2,3,0,3,1,1.8,2,1,0.5632,4543.600586
140000595,0,NA,0,1,0,32,0,3,3,0,2,2,1.4,3,1,0.5622,4535.533203
140000598,0,NA,0,1,0,48,1,2,3,0,2,2,1.8,3,1,0.5632,4543.600586
140000601,0,NA,0,1,0,61,0,3,2,0,3,2,1,3,1,0.3579,2887.348633
140000602,0,NA,0,1,0,51,0,2,3,0,3,2,3,3,1,0.6071,4897.762695
140000603,0,NA,0,1,0,46,1,3,3,0,2,2,1,3,1,0.5632,4543.600586
140000605,0,NA,0,1,0,56,0,2,3,0,3,2,1,3,1,0.3579,2887.348633
140000606,0,NA,0,1,0,50,0,2,3,0,3,2,1,3,1,0.6071,4897.762695
140000610,0,NA,0,1,0,50,0,4,3,0,2,2,1,2,1,0.6071,4897.762695
140000611,0,NA,0,1,0,28,0,3,2,0,4,2,3.4,3,1,0.5622,4535.533203
140000615,0,NA,0,1,0,41,0,3,3,0,3,2,1.6,3,1,0.6071,4897.762695
140000616,0,NA,0,1,0,31,1,3,3,1,2,2,7.8,3,1,0.9464,7635.056152
140000617,0,NA,0,1,0,46,0,3,3,1,3,2,1.8,3,1,0.6071,4897.762695
140000618,0,NA,0,1,0,25,1,3,3,0,2,2,1,2,1,0.9464,7635.056152
140000619,0,NA,0,1,0,57,0,3,2,1,3,3,1.2,3,1,0.3579,2887.348633
140000621,0,NA,0,1,0,34,1,4,3,0,2,2,1,3,1,0.9464,7635.056152
140000624,0,NA,0,1,0,29,0,4,2,0,3,2,2.4,3,1,0.5622,4535.533203
140000628,0,NA,0,1,0,54,1,4,3,0,3,2,1,3,1,0.5632,4543.600586
140000630,0,NA,0,1,0,47,0,4,3,0,3,2,1,3,1,0.6071,4897.762695
140000633,0,NA,0,1,0,33,0,2,2,0,3,2,6.4,3,1,0.5622,4535.533203
140000634,0,NA,0,1,0,33,0,3,3,1,2,2,5.8,3,1,0.5622,4535.533203
140000637,0,NA,0,1,0,56,0,4,3,1,3,1,2.2,3,2,0.3579,2887.348633
140000642,0,NA,0,1,0,57,1,2,3,0,2,1,1.2,3,1,0.5402,4358.048828
140000643,0,NA,0,1,0,46,0,2,3,0,3,2,1,3,1,0.6071,4897.762695
140000644,0,NA,0,1,0,53,0,3,3,0,3,2,2,3,1,0.6071,4897.762695
140000646,0,NA,0,1,0,45,0,4,3,1,2,2,1.6,3,1,0.6071,4897.762695
140000649,0,NA,0,1,0,34,1,3,3,0,1,2,2.4,3,1,0.9464,7635.056152
140000652,0,NA,0,1,0,31,1,3,3,0,3,2,1,3,1,0.9464,7635.056152
140000656,0,NA,0,1,0,30,1,2,3,0,3,2,3.8,3,1,0.9464,7635.056152
140000658,0,NA,0,1,0,30,1,2,3,0,2,2,3,3,1,0.9464,7635.056152
140000659,0,NA,0,1,0,38,0,2,3,1,2,3,1.6,3,1,0.5622,4535.533203
140000660,0,NA,0,1,0,49,0,3,3,0,3,3,1.2,2,1,0.6071,4897.762695
140000664,0,NA,0,1,0,44,1,3,2,0,3,2,2.2,3,1,0.5632,4543.600586
140000666,0,NA,0,1,0,40,0,2,3,1,3,2,3.2,3,1,0.6071,4897.762695
140000677,0,NA,0,1,0,55,1,4,2,0,4,2,1,3,1,0.5402,4358.048828
140000690,0,NA,0,1,0,53,0,3,3,1,3,2,10,3,1,0.6071,4897.762695
140000691,0,NA,0,1,0,45,1,3,3,0,4,2,1,3,1,0.5632,4543.600586
140000692,0,NA,0,1,0,28,0,4,3,0,3,2,2.4,3,1,0.5622,4535.533203
140000702,0,NA,0,1,0,57,1,2,3,1,3,2,1,3,2,0.5402,4358.048828
140000706,0,NA,0,1,0,45,1,4,3,0,3,2,2.2,3,1,1.7734,14306.856445
140000712,0,NA,0,1,0,54,1,2,3,0,4,2,2.6,3,1,1.7734,14306.856445
140000716,0,NA,0,1,0,59,0,2,3,1,3,2,2.4,3,1,1.1876,9580.930664
140000717,0,NA,0,1,0,48,1,3,3,0,2,1,2,3,1,1.7734,14306.856445
140000718,0,NA,0,1,0,52,0,3,3,1,4,2,2.6,3,1,1.8965,15299.961914
140000719,0,NA,0,1,0,56,0,2,3,0,3,2,1,3,1,1.1876,9580.930664
